pact1,pact2,pact3,pact4,pact5,pact6,pact7,pact8,pact9,pact10,pact11,pact12,pact13,pact14,pact15,pact16,pact17,pact18,pact19,pact20,pact21,pact22,pact23,pact24,pact25,pact26,pact27,pact28,pact29,pact30,pact31,pact32,pact33,pact34,pact35,pact36,pact37,pact38,pact39,pact40,pact41,pact42,pact43,pact44,pact45,pact46,pact47,pact48,pact49,pact50,pact51,pact52,pact53,pact54,pact55,pact56,pact57,pact58,pact59,pact60,pact61,pact62,pact63,pact64,pact65,pact66,pact67,pact68,pact69,pact70,pact71,pact72,pact73,pact74,pact75,pact76,pact77,pact78,pact79,pact80,pact81,pact82,pact83,pact84,pact85,pact86,pact87,pact88,pact89,pact90,pact91,pact92,pact93,pact94,pact95,pact96,pact97,pact98,pact99,pact100,pact101,pact102,pact103,pact104,pact105,pact106,pact107,pact108,pact109,pact110,pact111,pact112,pact113,pact114,pact115,pact116,pact117,pact118,pact119,pact120,pact121,pact122,pact123,pact124,pact125,pact126,pact127,pact128,pact129,pact130,pact131,pact132,pact133,pact134,pact135,pact136,pact137,pact138,pact139,pact140,pact141,pact142,pact143,pact144
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,53,53,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,83,83,83,83,83,83,83,83,83,83,83,83,83,53,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,45,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,8,8,8,8,8,8,8,8,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,21,21,21,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,9,4,45,23,23,23,23,23,8,8,8,8,8,45,5,4,4,4,3,3,3,29,29,29,29,29,29,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,4,4,4,5,54,19,55,6,6,6,6,6,6,6,6,30,30,3,3,23,23,23,44,44,19,19,19,19,19,19,19,19,19,19,19,19,4,4,4,4,4,4,4,4,4,19,19,19,19,19,45,45,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,16,51,16,16,16,16,55,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,21,21,21,21,21,21,21,21,21,51,51,4,4,16,16,16,16,16,51,51,19,19,19,30,30,30,30,55,55,20,20,20,20,5,5,5,4,4,4,4,29,29,29,29,29,29,29,29,29,29,29,29,29,29,20,20,20,16,16,16,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,5,6,6,6,6,6,7,7,7,7,7,7,7,4,8,8,6,6,6,6,6,6,6,6,5,4,20,20,20,20,20,20,20,1,1,21,21,21,21,21,21,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,2,2,2,2,2,2,20,20,20,20,20,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,44,44,44,44,19,19,19,19,19,19,19,19,19,45,45,45,45,45,5,5,5,8,8,8,8,8,8,29,29,29,29,29,29,4,4,4,4,4,4,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,4,4,4,20,20,20,29,29,29,29,29,29,29,29,29,29,29,29,20,20,20,20,20,20,20,20,20,3,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,4,4,4,5,5,5,6,6,6,6,6,6,8,8,8,21,21,21,21,21,21,20,20,20,20,20,20,5,5,5,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,8,8,8,8,8,8,20,20,20,20,20,20,20,20,20,20,20,20,5,5,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,3,45,55,55,55,19,19,19,19,19,19,19,19,45,75,4,7,7,7,7,7,7,7,7,7,45,55,30,45,5,4,4,20,20,20,20,55,55,6,6,6,6,6,6,6,6,6,6,6,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5,5,5,4,4,4,4,5,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,73,73,73,11,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,45,45,23,23,23,23,23,23,23,23,23,4,4,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,55,55,55,55,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,16,16,16,51,51,51,12,12,12,12,12,12,12,12,12,12,12,12,55,55,75,75,55,55,55,23,23,23,55,19,19,19,19,19,19,19,75,75,75,75,51,51,51,51,5,5,5,6,6,6,6,6,6,4,4,6,6,6,6,6,53,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,55,4,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,55,55,55,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,75,75,75,75,4,20,20,20,20,20,20,20,20,20,20,20,20,20,4,20,20,20,20,20,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,3,3,3,3,3,53,53,53,53,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,55,55,23,23,23,23,23,23,23,23,23,23,23,23,23,74,74,19,19,19,19,19,19,75,75,75,5,5,5,5,5,5,4,4,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,20,20,20,20,20,20,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,3,3,3,3,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,4,4,21,21,21,21,21,21,5,5,3,3,4,4,4,54,19,19,54,4,21,21,21,21,7,7,7,5,5,4,4,4,4,6,6,6,20,20,20,20,20,20,20,20,20,21,21,21,5,5,5,4,21,21,4,4,4,5,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,4,4,54,54,21,21,21,44,19,19,19,19,19,45,23,45,29,29,29,29,29,29,5,4,4,30,30,30,30,30,30,30,30,30,30,30,45,22,22,22,22,22,22,22,22,22,22,22,45,5,4,29,29,29,5,5,5,5,5,5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5,5,5,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,4,4,4,54,19,54,21,7,7,7,6,6,6,6,6,6,6,6,6,6,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,28,28,28,2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,4,7,7,7,7,9,15,15,15,51,44,19,19,19,19,19,19,44,6,6,45,19,19,19,19,45,4,4,45,19,19,19,19,19,19,44,19,19,19,19,19,19,19,19,44,44,51,6,6,6,6,6,6,5,5,5,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,20,20,20,20,20,20,20,20,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,16,16,16,3,3,3,3,3,3,16,16,6,6,6,6,20,20,20,7,7,7,5,5,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,20,5,5,15,15,15,15,4,4,4,4,4,4,15,15,3,55,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,45,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,45,45,23,23,23,23,23,23,23,23,23,23,23,23,23,45,45,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,20,29,29,29,15,15,15,15,15,15,5,5,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,6,6,6,8,8,8,14,14,14,4,4,4,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,24,24,24,24,24,24,22,22,22,11,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,55,15,15,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,15,15,15,44,44,15,15,15,15,15,15,15,15,15,15,11,11,11,11,11,11,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,6,6,6,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,5,5,4,4,4,6,6,6,6,44,44,44,44,44,44,44,44,44,15,15,15,15,15,15,15,15,15,5,5,5,4,4,4,20,20,20,20,20,20,20,20,20,20,15,15,15,15,15,15,15,15,5,5,5,4,4,4,15,15,15,15,15,15,5,5,5,4,4,4,6,6,6,15,15,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,21,21,21,45,27,27,27,27,27,27,27,27,27,27,23,23,45,21,21,21,21,4,4,4,2,2,2,2,2,2,29,29,29,29,29,29,29,3,3,21,21,21,21,21,21,45,45,45,23,23,23,45,45,23,23,23,23,7,7,7,6,6,8,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,3,4,4,20,20,20,20,20,45,22,22,22,22,22,22,44,19,44,14,14,14,14,14,14,21,21,21,45,27,27,27,27,27,27,27,27,27,27,27,45,5,5,4,4,4,1,1,1,1,1,1,1,1,1,3,21,21,21,21,21,21,21,21,21,21,21,21,21,21,5,4,4,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,4,4,4,5,5,5,6,6,6,42,42,42,23,23,23,23,23,23,23,23,42,42,42,42,5,5,5,4,4,4,23,23,23,23,23,23,23,23,23,4,4,4,42,42,42,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,42,42,42,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,3,3,3,53,53,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,53,53,4,4,23,23,23,23,23,52,22,22,22,22,22,52,52,4,4,4,4,5,5,3,3,29,29,29,29,29,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,21,21,21,5,5,6,6,6,45,45,27,27,27,27,27,27,27,27,27,27,27,27,27,27,9,45,45,45,45,45,45,4,4,4,4,4,4,4,4,4,45,45,45,45,45,4,4,4,4,45,45,45,45,45,45,2,2,2,2,2,2,2,2,2,3,3,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,7,7,6,6,6,4,4,4,52,52,52,52,52,7,5,5,5,6,6,6,5,5,5,4,4,4,4,5,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,21,21,21,5,5,5,4,4,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,6,6,6,6,6,6,3,42,22,22,22,22,22,22,22,42,5,4,20,20,20,20,20,20,3,3,3,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,4,7,7,7,7,3,3,3,6,6,6,6,6,23,23,23,23,21,21,21,4,4,4,5,5,5,5,5,4,4,4,5,3,3,3,53,53,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,53,53,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,5,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,22,22,22,45,19,19,19,19,19,19,19,19,45,45,11,11,11,11,11,3,45,45,22,22,22,22,22,22,22,4,4,4,4,4,4,20,20,20,5,5,5,4,4,4,20,20,20,20,20,20,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,9,9,9,45,45,45,23,45,45,45,4,4,4,4,4,4,4,4,44,4,4,4,4,4,4,45,45,45,45,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,4,4,4,3,3,43,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,43,43,5,4,4,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,4,4,4,21,21,21,21,21,21,42,42,42,4,4,4,4,4,4,42,42,42,42,42,42,4,4,4,4,4,4,19,19,19,19,19,19,19,19,19,42,42,42,42,42,4,4,4,4,42,42,42,42,42,42,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,5,4,4,5,5,5,5,3,3,6,3,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,11,11,11,11,11,11,11,11,11,43,5,4,20,20,20,5,5,5,5,5,20,20,20,20,20,20,20,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,3,3,41,41,5,5,5,5,5,51,4,4,4,4,4,41,41,41,41,6,6,6,6,6,6,6,6,6,6,6,6,6,44,19,19,19,19,19,19,19,19,19,5,4,4,21,21,21,21,21,21,29,29,29,29,29,29,41,41,41,41,4,4,4,41,41,14,14,14,14,14,14,14,14,14,14,14,14,41,41,5,5,5,4,15,15,15,3,3,3,21,21,21,21,21,21,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,4,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,43,44,19,19,44,3,3,4,4,4,20,20,20,4,4,4,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,5,5,4,4,4,45,45,45,45,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,13,13,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,13,13,85,85,85,85,85,85,85,85,85,85,85,85,45,20,20,20,5,5,5,5,5,4,4,4,6,8,8,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,21,21,21,21,21,21,21,21,3,3,3,3,5,4,45,23,23,23,23,23,23,23,45,4,4,4,4,4,45,45,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,45,45,24,24,24,24,45,52,23,23,23,23,23,23,23,52,5,5,5,4,4,4,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,3,3,3,15,15,5,4,4,3,15,15,41,41,41,41,41,41,41,41,41,41,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,51,51,51,51,51,1,1,1,1,1,1,1,1,41,41,41,41,41,41,41,41,5,5,4,4,4,3,3,3,43,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,21,21,21,21,21,25,25,25,5,4,4,5,3,3,45,45,45,23,23,23,23,23,23,23,19,19,19,44,44,44,5,5,4,4,4,6,6,6,6,6,6,6,6,6,44,19,19,44,20,20,20,20,20,20,20,20,7,7,7,7,7,7,5,5,5,5,5,5,4,4,4,5,2,2,2,2,2,2,2,2,20,20,20,20,20,20,20,20,20,20,20,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,43,17,17,4,4,4,4,4,4,4,4,17,17,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,3,5,5,5,4,4,6,6,6,41,41,41,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,2,45,22,22,22,22,22,22,45,11,11,11,11,11,11,11,5,5,5,4,4,11,11,11,11,11,11,11,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,22,22,3,3,3,3,4,4,4,43,43,11,11,11,11,11,11,11,11,11,11,4,4,11,11,11,11,11,11,11,44,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,44,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,45,45,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4,4,4,4,21,21,21,30,30,3,3,3,3,3,3,3,4,4,44,44,44,44,19,19,19,19,19,19,19,19,4,4,4,19,19,19,19,19,19,19,19,19,44,44,44,4,4,4,4,20,20,20,20,20,21,21,21,5,5,5,4,4,4,20,20,20,5,5,5,25,25,25,20,20,20,20,20,20,30,21,21,21,21,21,20,20,20,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,41,41,41,41,41,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,41,41,41,41,41,41,2,42,23,23,28,28,28,28,28,28,20,20,20,20,20,20,20,20,20,4,4,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
