pact1,pact2,pact3,pact4,pact5,pact6,pact7,pact8,pact9,pact10,pact11,pact12,pact13,pact14,pact15,pact16,pact17,pact18,pact19,pact20,pact21,pact22,pact23,pact24,pact25,pact26,pact27,pact28,pact29,pact30,pact31,pact32,pact33,pact34,pact35,pact36,pact37,pact38,pact39,pact40,pact41,pact42,pact43,pact44,pact45,pact46,pact47,pact48,pact49,pact50,pact51,pact52,pact53,pact54,pact55,pact56,pact57,pact58,pact59,pact60,pact61,pact62,pact63,pact64,pact65,pact66,pact67,pact68,pact69,pact70,pact71,pact72,pact73,pact74,pact75,pact76,pact77,pact78,pact79,pact80,pact81,pact82,pact83,pact84,pact85,pact86,pact87,pact88,pact89,pact90,pact91,pact92,pact93,pact94,pact95,pact96,pact97,pact98,pact99,pact100,pact101,pact102,pact103,pact104,pact105,pact106,pact107,pact108,pact109,pact110,pact111,pact112,pact113,pact114,pact115,pact116,pact117,pact118,pact119,pact120,pact121,pact122,pact123,pact124,pact125,pact126,pact127,pact128,pact129,pact130,pact131,pact132,pact133,pact134,pact135,pact136,pact137,pact138,pact139,pact140,pact141,pact142,pact143,pact144
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,7,7,7,7,7,6,6,6,6,6,54,54,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,54,54,5,2,2,2,2,20,21,21,21,21,21,21,21,21,21,21,21,5,5,5,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,3,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,20,20,20,20,20,20,20,20,4,21,21,23,23,23,23,23,23,23,23,23,23,23,23,44,19,19,19,19,19,44,4,4,4,23,23,23,8,8,8,8,8,8,8,8,8,8,8,8,4,4,41,41,29,29,29,29,29,29,29,29,29,29,4,4,5,21,21,21,21,21,21,29,29,29,29,29,29,29,29,29,29,29,29,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,6,6,6,6,6,6,6,6,6,6,20,20,20,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,54,54,19,19,19,19,19,19,19,74,74,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,3,20,20,20,20,20,20,20,20,20,5,4,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,55,30,55,4,4,4,4,4,5,5,2,2,2,2,2,3,3,3,3,3,3,52,52,52,52,52,52,4,4,4,4,4,4,21,21,21,55,22,22,22,22,22,55,25,25,23,23,23,23,23,23,23,4,4,21,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,28,28,28,28,28,28,28,28,28,21,21,21,21,21,21,21,21,4,4,4,21,21,21,21,21,21,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,2,2,51,3,3,3,54,54,54,23,21,21,28,28,3,2,2,2,2,2,2,2,22,22,22,22,22,22,22,22,22,22,22,22,22,30,3,2,2,2,2,51,23,5,5,5,23,23,23,4,4,4,5,21,2,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,55,55,55,55,55,55,55,55,55,55,55,55,55,4,4,22,22,22,22,22,22,22,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,21,21,21,21,21,21,21,21,21,21,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,55,55,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,55,55,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,4,4,7,7,7,7,7,8,8,5,5,21,21,21,21,21,21,21,21,21,21,21,21,5,5,4,4,4,25,25,25,25,74,74,74,19,19,19,19,19,19,19,19,19,74,74,74,7,7,7,7,7,5,5,4,4,4,4,5,5,25,25,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,4,20,20,20,20,51,51,51,51,51,51,22,22,22,15,15,15,15,15,15,5,4,20,22,22,22,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,22,22,6,5,5,4,4,20,20,20,20,20,13,13,13,13,13,13,13,13,13,13,13,13,20,20,20,20,20,20,20,20,20,20,20,29,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,12,12,12,3,3,5,11,11,11,11,11,11,11,11,11,11,11,11,45,18,18,44,44,44,44,44,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,45,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,4,4,5,11,11,11,11,11,11,11,11,11,11,45,45,45,45,3,3,3,3,3,11,11,11,11,11,11,11,45,45,45,45,45,45,11,11,11,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,2,2,2,5,3,3,21,27,27,27,27,5,53,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,11,11,11,11,11,11,11,4,4,4,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,11,11,11,11,11,11,11,11,11,11,55,55,3,5,4,4,3,3,3,3,55,55,55,55,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,5,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,4,4,3,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,5,5,4,4,4,4,20,20,20,20,6,6,6,6,6,6,6,6,6,2,2,2,2,12,12,12,12,12,12,12,12,12,12,4,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,2,2,2,2,21,21,21,21,21,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,28,28,28,28,28,28,28,28,28,28,28,25,25,25,5,4,4,5,2,2,2,2,2,2,2,2,2,28,28,28,28,28,28,28,28,28,28,28,5,5,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,4,22,22,6,6,6,9,9,9,9,9,9,9,7,6,6,6,6,6,6,6,5,4,4,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5,5,5,4,4,4,4,20,20,20,20,20,20,20,20,20,99,99,99,99,5,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,6,6,6,6,3,3,3,3,3,4,4,4,4,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,2,2,2,2,2,5,5,5,4,4,4,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,9,9,21,21,21,21,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,3,3,3,3,3,6,6,6,6,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,5,5,5,5,4,4,4,4,4,2,2,2,2,2,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,55,55,55,5,4,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,55,55,55,55,55,55,55,55,5,5,5,5,4,4,4,4,2,2,2,1,1,1,1,55,55,55,55,55,4,21,21,21,21,3,3,3,3,3,3,55,55,55,55,55,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,55,55,55,55,55,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,20,20,20,20,43,43,11,11,11,11,11,11,11,11,11,11,43,43,29,29,29,29,29,29,29,29,29,29,29,29,29,29,43,43,11,11,11,11,11,11,43,43,11,11,11,11,11,11,11,11,43,43,5,4,4,4,4,4,20,20,20,20,20,20,7,7,7,7,7,7,5,5,5,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,4,5,5,15,3,3,3,3,3,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,19,19,19,19,19,45,6,6,6,6,6,6,6,6,6,6,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5,4,4,4,4,29,29,29,29,29,29,29,29,29,29,29,29,29,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,2,2,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,4,45,21,21,21,21,4,4,21,21,21,21,21,44,44,44,44,44,5,4,2,4,2,2,2,2,2,2,2,2,2,45,45,45,45,45,45,45,45,5,4,4,4,45,45,45,5,4,4,2,2,20,20,20,20,20,20,20,20,20,45,45,21,21,21,21,4,4,4,45,45,45,45,45,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,4,4,20,20,20,20,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,3,-1,-1,-1,55,75,75,75,75,75,75,75,55,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,4,4,4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,75,55,55,19,19,19,19,19,19,19,75,55,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,23,23,75,75,22,22,22,22,44,44,19,19,19,19,19,19,19,4,4,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,44,45,23,23,23,23,23,45,4,23,23,23,23,23,5,3,5,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,3,3,3,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,1,1,1,1,1,1
1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,91,91,4,7,7,7,7,7,5,5,5,6,6,6,6,6,74,19,19,19,19,19,19,19,74,23,23,23,9,4,20,20,4,21,21,21,20,20,20,21,21,21,21,21,21,21,21,21,21,21,91,91,91,5,4,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,23,23,23,23,23,23,21,21,21,21,21,21,21,21,21,21,21,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,4,4,45,23,23,23,23,23,23,23,23,23,23,23,23,23,45,19,19,19,45,3,6,6,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,3,2,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,4,4,2,2,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,43,5,5,4,4,2,5,6,6,6,6,6,21,21,21,21,21,21,20,20,20,25,25,25,25,25,25,20,20,20,20,20,20,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,3,21,21,21,21,21,21,5,45,19,19,19,19,24,24,24,24,24,24,24,24,19,19,19,19,19,19,19,19,19,19,75,5,5,5,5,5,5,20,20,20,20,20,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45,45,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,45,45,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,3,3,3,4,3,3,5,4,20,20,20,20,20,20,20,20,20,20,4,4,4,6,6,6,6,6,6,6,6,6,25,23,23,23,23,23,23,23,23,2,2,2,5,5,5,5,5,3,20,20,20,20,20,20,20,74,19,19,19,19,19,19,19,74,23,23,23,20,20,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,4,15,6,6,6,6,15,15,15,6,44,19,19,19,19,19,19,4,44,15,15,15,4,4,4,15,7,7,7,6,6,6,6,6,6,6,6,4,2,15,5,5,5,2,2,2,15,15,15,2,3,15,52,52,52,52,52,52,52,23,23,2,15,4,2,2,2,2,2,2,2,2,2,23,23,23,23,23,23,23,23,23,23,23,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,21,21,21,21,21,21,20,20,20,21,21,21,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,75,75,24,24,24,24,24,75,19,19,75,2,4,4,4,5,5,2,20,20,20,20,20,20,21,21,21,21,21,21,20,20,20,20,20,20,4,21,21,21,21,21,20,20,20,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,7,7,7,7,7,7,7,3,3,3,7,7,7,7,7,7,7,7,7,91,91,91,4,73,11,11,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,11,11,11,11,19,19,19,19,19,19,19,73,9,5,5,5,4,4,4,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5,4,5,21,21,21,21,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,4,4,4,4,4,4,4,4,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,41,20,20,20,20,20,20,19,19,19,99,4,20,20,20,20,22,22,22,22,22,22,22,22,22,23,23,23,4,4,4,20,20,20,20,20,20,20,20,20,20,20,41,41,41,41,5,5,5,21,21,21,21,21,21,4,4,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,3,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,55,55,19,19,55,55,6,6,6,6,6,6,44,19,19,19,19,19,19,19,19,55,55,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5,5,5,4,4,3,3,3,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,9,4,4,4,23,23,23,23,23,23,23,23,23,23,16,16,16,16,16,15,15,15,15,15,15,15,15,3,41,23,41,2,2,2,2,2,2,2,2,2,2,2,2,30,4,2,2,2,3,3,3,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,19,54,4,4,4,4,4,5,3,3,3,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,20,20,20,6,6,6,6,6,20,20,20,20,5,5,5,5,5,5,5,5,5,4,4,4,5,5,20,20,20,20,20,20,20,20,20,20,23,23,23,23,23,23,23,23,23,23,23,23,4,4,4,23,23,23,23,23,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,23,23,23,23,23,23,44,44,44,19,19,19,4,4,4,19,19,19,19,19,19,19,19,19,19,19,19,44,44,44,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,55,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,55,23,23,23,23,23,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,9,9,9,9,6,6,6,54,19,55,23,23,23,23,23,51,23,23,6,6,6,6,6,6,6,4,4,9,44,19,19,19,19,19,19,19,19,19,19,19,19,19,19,45,45,45,4,4,21,20,20,23,23,23,23,23,23,23,3,3,3,3,3,3,55,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,55,19,55,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,14,14,14,30,30,30,30,30,30,30,30,30,30,30,30,30,30,29,29,29,4,4,29,29,29,29,29,29,29,29,29,29,29,29,20,20,20,20,20,20,4,2,2,5,5,5,4,4,2,2,2,29,29,29,41,29,29,29,29,29,29,29,29,29,45,20,20,20,20,20,20,20,20,20,20,20,7,7,7,7,7,7,4,21,21,21,21,21,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,19,19,19,19,19,19,19,19,19,45,45,45,9,9,9,9,4,4,4,4,4,4,3,3,3,15,15,15,15,15,15,15,15,15,15,15,15,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,5,4,4,4,4,41,45,5,5,5,7,7,7,7,7,7,7,7,7,7,3,3,43,43,43,43,11,11,11,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11,11,11,11,4,4,4,11,11,11,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11,11,11,11,11,11,11,43,43,43,43,43,4,20,20,20,20,20,20,20,20,20,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,3,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,44,19,19,19,44,5,5,4,4,20,20,20,20,20,20,20,20,20,20,5,5,3,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,29,29,29,29,29,29,29,29,29,29,29,29,2,2,2,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,20,20,20,20,20,20,20,20,20,20,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,2,2,2,2,2,3,3,3,3,3,3,19,19,19,19,19,19,5,5,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5,5,4,4,4,4,4,4,20,20,20,20,20,20,3,3,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,55,55,4,4,4,4,4,17,17,17,21,21,21,21,21,21,25,25,25,30,30,3,30,30,6,6,6,6,4,4,4,4,4,4,45,45,45,24,24,24,24,24,24,45,45,45,23,23,23,23,23,23,23,23,23,23,23,23,4,4,4,4,4,4,4,4,4,20,20,20,20,20,20,28,28,28,23,23,23,18,18,18,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,2,2,3,3,3,3,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,4,4,4,4,4,4,45,45,45,19,19,19,19,19,19,45,45,45,45,29,29,29,29,29,5,5,5,5,5,5,4,4,4,4,4,4,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,21,21,21,21,21,21,25,25,20,20,20,20,20,2,2,2,2,4,4,4,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4,4,20,20,20,20,20,20,20,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,8,8,8,8,8,8,4,4,55,55,55,55,55,55,55,4,4,4,4,4,4,4,4,4,4,4,4,20,20,20,20,20,20,20,20,20,55,55,55,27,27,27,27,27,27,55,55,55,3,3,3,3,3,3,29,29,29,29,29,29,3,3,3,3,3,21,21,21,21,21,21,21,21,21,21,21,21,21,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
