serial,Gora,Ten1,Tied,LLord,Furn,DMHSIZE,NumAdult,NumChild,NumDepCh,N1TO4,N5TO10,N11TO15,RESPSEX,RESPAGE,RESPMAR,RESPWith,RESPHldr,RELHRP,HHTypb,HHTYPA,HHTYPe,Parent,ParTod,Cars,CAR,Numcar,FullEd,HighEd,Highed4,Wrking,Qhealth1,SchemeET,JbAway,OwnBus,RelBus,Looked,StartJ,YInAct,DVILO3a,DVILO4a,Stat,SVise,EmpNo,Solo,SENo,FtPtWk,Parthrs,ES2000,NSSECB,nssecac,NSECAC5,NSECAC3,Everwk,sumgross,Nation1,Nation2,Nation3,Nation4,Nation5,Nation6,Ethnic,Paidjob,AGEX,AGEH,DeFact1,DeFacto,LEFTED,TENgrp,DiaryDay,TotUs1,dyear
2005020804106,4,2,-1,-1,-1,4,4,0,0,0,0,0,1,47,2,-1,3,0,3,5,3,2,-1,1,2,1,16,6,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,-1,-1,1,-1,6,6,2,1,1,-1,-1,5,-1,-1,-1,-1,-1,1,4,3,8,1,1,2,2,5,39,2005
2005020804107,4,4,2,1,3,3,3,0,1,0,0,0,2,18,1,2,5,3,4,5,4,2,-1,2,1,-1,15,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,2,1,7,13.2,7,5,3,-1,-1,1,-1,-1,-1,-1,-1,1,2,1,2,2,3,2,3,5,25,2005
2005020804108,4,1,-1,-1,-1,1,1,0,0,0,0,0,2,70,5,-1,1,0,1,2,1,2,-1,2,1,-1,15,8,4,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,1,7,13.4,7,5,3,1,-1,5,-1,-1,-1,-1,-1,1,0,5,11,3,4,2,1,4,-1,2005
2005020804111,4,2,-1,-1,-1,4,2,2,2,2,0,0,2,32,2,-1,3,1,2,6,2,1,1,1,3,2,18,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,1,7,7.1,3,2,2,-1,-1,5,-1,-1,-1,-1,-1,1,2,2,5,1,1,2,2,1,22.5,2005
2005020804115,4,1,-1,-1,-1,2,2,0,0,0,0,0,1,64,1,1,1,0,3,4,3,2,-1,1,2,1,15,8,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,10,5,4,3,-1,-1,5,-1,-1,-1,-1,-1,1,1,4,10,1,2,2,1,4,39,2005
2005020804116,4,1,-1,-1,-1,2,2,0,0,0,0,0,1,65,2,-1,3,0,3,4,3,2,-1,1,2,1,16,5,2,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,1,-1,7,7.2,3,2,2,1,-1,1,-1,-1,-1,-1,-1,1,0,5,11,1,1,2,1,4,-1,2005
2005020804117,4,1,-1,-1,-1,2,2,0,0,0,0,0,2,70,2,-1,3,1,3,4,3,2,-1,1,2,1,15,8,4,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,2,1,7,13.4,7,5,3,1,-1,1,-1,-1,-1,-1,-1,1,0,5,11,1,1,2,1,6,-1,2005
2005020804118,4,2,-1,-1,-1,4,3,1,1,0,0,1,1,16,1,2,5,4,2,6,2,2,-1,1,2,1,16,6,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,13.3,7,5,3,-1,-1,1,-1,-1,-1,-1,-1,1,3,1,1,2,3,2,2,1,30,2005
2005020804119,4,4,2,2,3,2,2,0,0,0,0,0,1,50,2,-1,3,1,3,3,3,2,-1,1,2,1,15,8,4,2,-1,2,2,2,2,2,-1,5,3,4,1,2,1,-1,-1,1,-1,7,12.4,6,5,3,1,-1,5,-1,-1,-1,-1,-1,1,0,3,9,1,1,2,3,4,-1,2005
2005020804121,4,2,-1,-1,-1,1,1,0,0,0,0,0,2,54,4,-1,1,0,1,1,1,2,-1,1,2,1,41,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,10,5,4,3,-1,-1,5,-1,-1,-1,-1,-1,1,1,3,9,4,5,4,2,1,32,2005
2005020804124,4,1,-1,-1,-1,2,2,0,0,0,0,0,1,24,2,-1,1,0,3,3,3,2,-1,1,3,2,16,8,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,-1,-1,1,-1,6,6,2,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,2,1,3,1,1,2,1,2,50,2005
2005020804125,4,1,-1,-1,-1,1,1,0,0,0,0,0,2,51,3,-1,1,0,1,1,1,2,-1,2,1,-1,15,8,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,13.2,7,5,3,-1,-1,1,-1,-1,-1,-1,-1,1,1,3,9,4,6,2,1,2,39,2005
2005020804126,4,2,-1,-1,-1,5,3,2,2,1,0,1,1,47,2,-1,5,1,2,6,2,1,1,1,4,3,14,8,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,13.2,7,5,3,-1,-1,1,-1,-1,-1,-1,-1,1,3,3,8,1,1,1,2,7,40,2005
2005020804128,4,2,-1,-1,-1,4,2,2,2,0,1,1,2,32,2,-1,3,1,2,6,2,1,2,1,3,2,16,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,4.1,2,1,1,-1,-1,5,-1,-1,-1,-1,-1,1,2,2,5,1,1,2,2,2,32.5,2005
2005020804129,4,1,-1,-1,-1,2,2,0,0,0,0,0,2,56,2,-1,3,0,3,3,3,2,-1,1,2,1,15,8,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,12.2,6,5,3,-1,-1,1,-1,-1,-1,-1,-1,1,1,4,10,1,1,2,1,7,32,2005
2005020805301,4,4,2,1,3,1,1,0,0,0,0,0,1,75,5,-1,1,0,1,2,1,2,-1,2,1,-1,14,8,4,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,1,-1,7,12.3,6,5,3,1,-1,1,-1,-1,-1,-1,-1,1,0,6,12,3,4,1,3,5,-1,2005
2005020805302,4,4,2,1,3,4,1,3,3,3,0,0,2,21,3,2,1,0,4,7,4,1,1,2,1,-1,16,8,4,2,-1,2,2,2,2,2,-1,2,3,4,1,2,1,-1,-1,1,-1,7,11.2,5,4,3,1,-1,5,-1,-1,-1,-1,-1,8,0,1,3,4,6,2,3,5,-1,2005
2005020805305,4,1,-1,-1,-1,2,2,0,0,0,0,0,2,59,2,-1,3,1,3,4,3,2,-1,1,2,1,15,8,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,1,7,7.2,3,2,2,-1,-1,1,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,1,3,22,2005
2005020805306,4,4,2,7,1,1,1,0,0,0,0,0,1,28,1,-1,1,0,1,1,1,2,-1,2,1,-1,19,7,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,4.1,2,1,1,-1,-1,1,5,-1,-1,-1,-1,1,1,2,4,2,3,3,4,3,40,2005
2005020805309,4,2,-1,-1,-1,3,2,1,1,1,0,0,1,30,2,-1,3,1,2,6,2,1,1,1,2,1,97,2,2,2,-1,2,1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,2,1,7,15,8,6,4,-1,-1,1,5,-1,-1,-1,-1,1,2,2,5,1,1,5,2,1,16,2005
2005020805320,4,2,-1,-1,-1,1,1,0,0,0,0,0,2,41,1,-1,1,0,1,1,1,2,-1,2,1,-1,17,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,12.6,6,5,3,-1,-1,1,-1,-1,-1,-1,-1,1,1,2,7,2,3,2,2,7,38,2005
2005020805321,4,5,2,7,1,7,5,2,4,0,0,2,2,17,1,2,5,3,2,6,2,2,-1,1,2,1,97,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,2,1,7,15,8,6,4,-1,-1,5,-1,-1,-1,-1,-1,8,2,1,1,2,3,5,4,2,12,2005
2005020805322,4,2,-1,-1,-1,1,1,0,0,0,0,0,1,32,3,-1,1,0,1,1,1,2,-1,1,2,1,17,7,3,2,-1,2,1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,13.2,7,5,3,-1,-1,5,-1,-1,-1,-1,-1,8,1,2,5,4,6,2,2,5,42.5,2005
2005020805329,4,2,-1,-1,-1,1,1,0,0,0,0,0,2,39,3,-1,1,0,1,1,1,2,-1,1,2,1,16,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,7.2,3,2,2,-1,-1,1,-1,-1,-1,-1,-1,1,1,2,6,4,6,2,2,2,35,2005
2005020805330,4,2,-1,-1,-1,1,1,0,0,0,0,0,2,38,1,-1,1,0,1,1,1,2,-1,1,2,1,22,1,1,2,-1,2,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,6,4.1,2,1,1,-1,-1,1,5,-1,-1,-1,-1,1,1,2,6,2,3,3,2,7,55,2005
2005020806501,4,4,2,7,3,2,2,0,0,0,0,0,2,25,1,1,3,0,3,3,3,2,-1,1,2,1,22,1,1,2,-1,2,1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,4.1,2,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,2,2,4,1,2,3,4,4,50,2005
2005020806502,4,2,-1,-1,-1,3,2,1,1,1,0,0,2,25,1,1,3,2,2,6,2,2,-1,1,2,1,16,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,2,1,7,4.2,2,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,2,2,4,1,2,2,2,6,23,2005
2005020806503,4,4,2,5,3,2,2,0,0,0,0,0,2,22,1,1,3,2,3,3,3,2,-1,1,3,2,21,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,1,7,12.7,6,5,3,-1,-1,1,-1,-1,-1,-1,-1,1,2,1,3,1,2,3,4,4,15,2005
2005020806504,4,2,-1,-1,-1,4,3,1,2,0,0,1,2,37,2,-1,3,1,2,6,2,1,2,1,3,2,16,8,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,2,1,7,12.4,6,5,3,-1,-1,1,5,-1,-1,-1,-1,1,3,2,6,1,1,2,2,4,27.5,2005
2005020806507,4,4,2,7,3,4,2,2,2,1,1,0,1,41,3,1,5,2,2,6,2,2,-1,2,1,-1,16,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,-1,-1,1,-1,-1,-1,-1,-1,1,2,2,7,1,2,2,4,1,75,2005
2005020806508,4,1,-1,-1,-1,1,1,0,0,0,0,0,1,67,1,-1,1,0,1,2,1,2,-1,1,2,1,15,8,4,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,1,-1,7,11.1,5,4,3,1,-1,1,-1,-1,-1,-1,-1,1,0,5,11,2,3,2,1,6,-1,2005
2005020806509,4,4,2,7,3,2,2,0,0,0,0,0,2,28,1,1,3,2,3,3,3,2,-1,1,2,1,21,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,3.1,1.2,1,1,-1,-1,1,5,-1,-1,-1,-1,1,2,2,4,1,2,3,4,6,36,2005
2005020806510,4,4,2,7,3,2,2,0,0,0,0,0,2,73,2,-1,3,1,3,4,3,2,-1,1,2,1,17,5,2,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,1,7,12.1,6,5,3,1,-1,1,-1,-1,-1,-1,-1,15,0,5,11,1,1,2,4,1,-1,2005
2005020806511,4,2,-1,-1,-1,1,1,0,0,0,0,0,2,40,1,-1,1,0,1,1,1,2,-1,1,2,1,17,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,7.1,3,2,2,-1,-1,1,3,-1,-1,-1,-1,1,1,2,7,2,3,2,2,1,44,2005
2005020806512,4,2,-1,-1,-1,3,2,1,1,1,0,0,1,36,2,-1,3,0,2,6,2,1,1,1,2,1,16,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,4.1,2,1,1,-1,-1,1,5,-1,-1,-1,-1,1,2,2,6,1,1,2,2,5,35,2005
2005020806513,4,1,-1,-1,-1,2,2,0,0,0,0,0,2,50,2,-1,3,1,3,3,3,2,-1,1,2,1,15,8,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,2,7,12.2,6,5,3,-1,-1,5,-1,-1,-1,-1,-1,1,2,3,9,1,1,2,1,4,6,2005
2005020806514,4,1,-1,-1,-1,2,2,0,0,0,0,0,2,79,5,2,5,7,6,4,5,2,-1,1,2,1,14,8,4,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,2,1,7,12.1,6,5,3,1,-1,1,-1,-1,-1,-1,-1,1,1,6,12,3,4,1,1,5,-1,2005
2005020806515,4,1,-1,-1,-1,2,2,0,0,0,0,0,2,45,2,-1,3,1,3,3,3,2,-1,1,2,1,21,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,2,1,6,4.1,2,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,2,3,8,1,1,3,1,1,20,2005
2005020806516,4,2,-1,-1,-1,2,2,0,0,0,0,0,2,72,5,2,3,7,6,4,5,2,-1,1,2,1,14,7,2,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,1,-1,7,12.4,6,5,3,1,-1,1,-1,-1,-1,-1,-1,1,1,5,11,3,4,1,2,5,-1,2005
2005020806519,4,1,-1,-1,-1,1,1,0,0,0,0,0,2,82,5,-1,1,0,1,2,1,2,-1,2,1,-1,15,8,4,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,1,7,12.1,6,5,3,1,-1,5,-1,-1,-1,-1,-1,2,0,6,12,3,4,2,1,7,-1,2005
2005020806523,4,4,2,1,3,3,1,2,2,1,1,0,2,21,1,2,1,0,4,6,4,1,1,2,1,-1,14,8,4,2,-1,2,2,2,2,2,-1,2,3,4,1,2,1,-1,-1,2,1,7,12.2,6,5,3,1,-1,1,-1,-1,-1,-1,-1,1,0,1,3,2,3,1,3,7,-1,2005
2005020806524,4,4,2,1,3,3,1,2,2,1,0,1,2,30,4,2,1,0,4,6,4,1,1,2,1,-1,99,3,2,2,-1,2,2,2,2,2,-1,2,3,4,1,2,2,-1,-1,2,1,7,12.6,6,5,3,1,-1,1,5,-1,-1,-1,-1,1,0,2,5,4,5,6,3,5,-1,2005
2005020806526,4,2,-1,-1,-1,5,5,0,0,0,0,0,1,51,2,-1,3,0,3,5,3,2,-1,2,1,-1,16,8,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,13.4,7,5,3,-1,-1,1,-1,-1,-1,-1,-1,1,4,3,9,1,1,2,2,7,46,2005
2005020806527,4,5,2,5,1,3,3,0,0,0,0,0,2,79,2,-1,5,7,6,5,5,2,-1,1,2,1,14,8,4,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,1,7,12.2,6,5,3,1,-1,5,-1,-1,-1,-1,-1,3,1,6,12,1,1,1,4,7,-1,2005
2005020807702,4,1,-1,-1,-1,2,2,0,0,0,0,0,2,22,1,1,5,2,3,3,3,2,-1,1,2,1,22,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,4.1,2,1,1,-1,-1,3,-1,-1,-1,-1,-1,1,2,1,3,1,2,3,1,3,36,2005
2005020807703,4,4,2,1,3,3,1,2,2,2,0,0,2,23,1,2,1,0,4,6,4,1,1,2,1,-1,17,5,2,2,-1,2,2,2,2,2,-1,2,3,4,1,2,1,-1,-1,1,-1,5,5,2,1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,1,3,2,3,2,3,1,-1,2005
2005020807705,4,1,-1,-1,-1,2,2,0,0,0,0,0,2,78,2,-1,3,1,3,4,3,2,-1,2,1,-1,14,8,4,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,2,1,7,12.4,6,5,3,1,-1,1,5,-1,-1,-1,-1,1,0,6,12,1,1,1,1,6,-1,2005
2005020807707,4,1,-1,-1,-1,2,2,0,0,0,0,0,1,37,1,1,3,0,3,3,3,2,-1,1,2,1,26,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,-1,-1,1,-1,6,3.1,1.2,1,1,-1,-1,5,-1,-1,-1,-1,-1,1,2,2,6,1,2,4,1,6,50,2005
2005020807711,4,2,-1,-1,-1,1,1,0,0,0,0,0,1,32,1,-1,1,0,1,1,1,2,-1,2,1,-1,21,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,12.2,6,5,3,-1,-1,1,-1,-1,-1,-1,-1,1,1,2,5,2,3,3,2,6,37,2005
2005020807716,4,1,-1,-1,-1,1,1,0,0,0,0,0,2,91,5,-1,1,0,1,2,1,2,-1,2,1,-1,14,8,4,2,-1,-1,2,2,2,2,-1,6,3,4,2,-1,-1,2,1,1,-1,2,8.1,4,3,2,1,-1,5,1,-1,-1,-1,-1,1,0,6,12,3,4,1,1,4,-1,2005
2005020807719,4,1,-1,-1,-1,1,1,0,0,0,0,0,1,70,1,-1,1,0,1,2,1,2,-1,2,1,-1,16,2,2,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,1,-1,7,7.2,3,2,2,1,-1,1,5,-1,-1,-1,-1,1,0,5,11,2,3,2,1,1,-1,2005
2005020807720,4,1,-1,-1,-1,2,2,0,0,0,0,0,1,78,2,-1,3,1,3,4,3,2,-1,2,1,-1,16,3,2,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,1,-1,7,12.1,6,5,3,1,-1,1,-1,-1,-1,-1,-1,1,0,6,12,1,1,2,1,1,-1,2005
2005020807721,4,2,-1,-1,-1,2,2,0,0,0,0,0,1,29,1,1,3,0,3,3,3,2,-1,1,2,1,24,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,3.1,1.2,1,1,-1,-1,1,5,-1,-1,-1,-1,1,2,2,4,1,2,3,2,4,42,2005
2005020807722,4,4,2,1,3,2,2,0,0,0,0,0,2,58,2,-1,3,1,3,3,3,2,-1,1,2,1,15,8,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,1,7,12.2,6,5,3,-1,-1,1,5,-1,-1,-1,-1,1,2,4,10,1,1,2,3,4,18,2005
2005020807725,4,2,-1,-1,-1,3,2,1,1,0,0,1,1,28,2,-1,3,0,2,6,2,1,2,1,2,1,16,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,10,5,4,3,-1,-1,1,-1,-1,-1,-1,-1,1,2,2,4,1,1,2,2,3,48,2005
2005020807728,4,5,2,2,3,1,1,0,0,0,0,0,2,78,4,-1,1,0,1,2,1,2,-1,2,1,-1,14,8,4,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,2,7,12.3,6,5,3,1,-1,1,5,-1,-1,-1,-1,1,0,6,12,4,5,1,3,2,-1,2005
2005020900101,5,1,-1,-1,-1,2,2,0,0,0,0,0,1,70,2,-1,3,0,3,4,3,2,-1,1,3,2,17,1,1,2,-1,-1,2,2,2,2,-1,6,3,4,1,1,2,-1,-1,1,-1,4,2,1.1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,5,11,1,1,2,1,3,-1,2005
2005020900103,5,2,-1,-1,-1,4,4,0,0,0,0,0,2,28,1,2,5,3,6,5,5,2,-1,1,3,2,16,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,7.2,3,2,2,-1,-1,1,-1,-1,-1,-1,-1,1,2,2,4,2,3,2,2,6,37,2005
2005020900104,5,1,-1,-1,-1,4,4,0,0,0,0,0,2,23,1,2,5,3,6,5,5,2,-1,1,3,2,97,3,2,2,-1,2,2,2,2,2,-1,1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,15,8,6,4,2,-1,5,-1,-1,-1,-1,-1,1,2,1,3,2,3,5,1,5,-1,2005
2005020900107,5,2,-1,-1,-1,4,2,2,2,0,2,0,1,42,2,-1,3,0,2,6,2,1,2,1,3,2,16,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,4,2,1.1,1,1,-1,-1,3,5,-1,-1,-1,-1,1,1,2,7,1,1,2,2,5,40,-1
2005020900108,5,2,-1,-1,-1,3,2,1,1,1,0,0,2,33,2,-1,3,0,2,6,2,1,1,1,3,2,21,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,6,2,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,2,5,1,1,3,2,3,37,-1
2005020900112,5,2,-1,-1,-1,2,2,0,0,0,0,0,1,39,2,-1,3,0,3,3,3,2,-1,2,1,-1,18,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,-1,-1,1,-1,-1,-1,-1,-1,1,2,2,6,1,1,2,2,4,50,2005
2005020900113,5,2,-1,-1,-1,4,2,2,2,0,0,2,2,41,2,-1,3,1,2,6,2,1,2,1,3,2,39,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,2,1,3,4.3,2,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,2,2,7,1,1,4,2,4,20,2005
2005020900114,5,2,-1,-1,-1,4,2,2,2,1,1,0,1,34,1,1,1,0,2,6,2,1,1,1,3,2,23,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,6,3.1,1.2,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,2,2,5,1,2,3,2,6,37,2005
2005020900116,5,1,-1,-1,-1,2,2,0,0,0,0,0,1,57,2,-1,3,0,3,3,3,2,-1,1,3,2,28,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,-1,-1,1,-1,6,3.1,1.2,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,4,10,1,1,4,1,6,40,2005
2005020900117,5,1,-1,-1,-1,2,2,0,0,0,0,0,1,69,2,-1,1,0,3,4,3,2,-1,1,3,2,21,2,2,2,-1,-1,2,2,2,2,-1,7,3,4,1,1,1,-1,-1,1,-1,6,4.1,2,1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,5,11,1,1,3,1,5,-1,2005
2005020900119,5,1,-1,-1,-1,2,2,0,0,0,0,0,2,64,2,-1,3,0,3,4,3,2,-1,1,2,1,16,5,2,2,-1,-1,2,2,2,2,-1,6,3,4,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,1,-1,1,-1,-1,-1,-1,-1,1,0,4,10,1,1,2,1,1,-1,2005
2005020900120,5,1,-1,-1,-1,1,1,0,0,0,0,0,2,61,4,-1,1,0,1,1,1,2,-1,1,2,1,35,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,2,2,3,4.3,2,1,1,-1,-1,5,-1,-1,-1,-1,-1,1,1,4,10,4,5,4,1,1,7,2005
2005020900125,5,1,-1,-1,-1,1,1,0,0,0,0,0,2,74,5,-1,1,0,1,2,1,2,-1,1,2,1,16,2,2,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,1,7,7.2,3,2,2,1,-1,1,5,-1,-1,-1,-1,1,0,5,11,3,4,2,1,7,-1,2005
2005020900126,5,1,-1,-1,-1,3,3,0,1,0,0,0,2,43,4,2,1,0,4,5,4,2,-1,1,2,1,16,7,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,1,7,7.3,3,2,2,-1,-1,1,5,-1,-1,-1,-1,1,2,2,7,4,5,2,1,7,25,2005
2005020900127,5,2,-1,-1,-1,3,1,2,2,0,2,0,2,43,4,2,1,0,4,6,4,1,2,1,2,1,21,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,6,2,1,1,-1,-1,3,-1,-1,-1,-1,-1,1,1,2,7,4,5,3,2,2,50,2005
2005020900129,5,1,-1,-1,-1,1,1,0,0,0,0,0,1,79,5,-1,1,0,1,2,1,2,-1,1,2,1,14,8,4,2,-1,-1,2,2,2,2,-1,6,3,4,1,1,2,-1,-1,1,-1,6,4.1,2,1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,6,12,3,4,1,1,3,-1,2005
2005020901302,5,1,-1,-1,-1,2,2,0,0,0,0,0,2,57,2,-1,3,1,3,3,3,2,-1,1,3,2,17,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,2,1,5,5,2,1,1,-1,-1,5,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,1,3,10,2005
2005020901304,5,4,2,1,3,2,2,0,0,0,0,0,2,85,2,-1,3,1,3,4,3,2,-1,2,1,-1,14,8,4,2,-1,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,2,7,13.2,7,5,3,1,-1,1,-1,-1,-1,-1,-1,1,0,6,12,1,1,1,3,5,-1,2005
2005020901308,5,2,-1,-1,-1,3,2,1,1,0,0,1,2,54,2,-1,3,1,2,6,2,2,-1,1,2,1,16,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,-1,-1,5,-1,-1,-1,-1,-1,1,2,3,9,1,1,2,2,1,80,2005
2005020901309,5,4,2,1,3,2,2,0,0,0,0,0,1,58,2,-1,1,0,3,3,3,2,-1,1,2,1,15,8,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,13.3,7,5,3,-1,-1,1,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,3,3,48,2005
2005020901310,5,1,-1,-1,-1,5,4,1,1,0,0,1,1,47,2,-1,1,0,2,6,2,1,2,1,4,3,17,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,12.4,6,5,3,-1,-1,5,-1,-1,-1,-1,-1,7,3,3,8,1,1,2,1,5,37,2005
2005020901312,5,2,-1,-1,-1,2,2,0,0,0,0,0,1,44,4,2,1,0,5,3,5,2,-1,1,4,3,16,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,4.1,2,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,2,2,7,4,5,2,2,1,36,2005
2005020901313,5,4,2,7,3,2,1,1,1,1,0,0,2,22,1,2,1,0,4,6,4,1,1,1,2,1,16,5,2,2,-1,2,2,2,2,2,-1,2,3,4,1,2,2,-1,-1,1,-1,7,7.2,3,2,2,1,-1,1,-1,-1,-1,-1,-1,1,0,1,3,2,3,2,4,1,-1,2005
