serial,Gora,Ten1,Tied,LLord,Furn,DMHSIZE,NumAdult,NumChild,NumDepCh,N1TO4,N5TO10,N11TO15,RESPSEX,RESPAGE,RESPMAR,RESPWith,RESPHldr,RELHRP,HHTypb,HHTYPA,HHTYPe,Parent,ParTod,Cars,CAR,Numcar,FullEd,HighEd,Highed4,Wrking,Qhealth1,SchemeET,JbAway,OwnBus,RelBus,Looked,StartJ,YInAct,DVILO3a,DVILO4a,Stat,SVise,EmpNo,Solo,SENo,FtPtWk,Parthrs,ES2000,NSSECB,nssecac,NSECAC5,NSECAC3,Everwk,sumgross,Nation1,Nation2,Nation3,Nation4,Nation5,Nation6,Ethnic,Paidjob,AGEX,AGEH,DeFact1,DeFacto,LEFTED,TENgrp,DiaryDay,TotUs1,dyear
10050201,1,1,-1,-1,-1,2,2,0,0,0,0,0,2,63,2,-1,3,1,3,4,3,2,-1,1,2,1,15,8,4,2,3,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,2,1,7,11.2,5,4,3,1,11,1,-1,-1,-1,-1,-1,1,0,4,10,1,1,2,1,1,-1,2005
10050301,1,4,2,1,3,6,1,5,5,1,3,1,2,29,1,2,1,0,4,7,4,1,1,2,1,-1,16,8,4,2,1,2,2,2,2,2,-1,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,14.1,8,6,4,2,27,1,-1,-1,-1,-1,-1,1,0,2,4,2,3,2,3,3,-1,2005
10050401,1,2,-1,-1,-1,5,4,1,1,0,0,1,1,18,1,2,5,3,2,6,2,2,-1,1,2,1,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,13.2,7,5,3,-1,14,1,-1,-1,-1,-1,-1,1,3,1,2,2,3,2,2,1,40,2005
10050601,1,2,-1,-1,-1,4,2,2,2,0,2,0,1,34,2,-1,3,0,2,6,2,1,2,1,4,3,16,6,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,2,1,1,-1,2,8.1,4,3,2,-1,30,1,-1,-1,-1,-1,-1,1,1,2,5,1,1,2,2,1,52,2005
10050701,1,2,-1,-1,-1,3,2,1,1,0,1,0,1,67,1,3,1,0,2,6,2,1,2,1,2,1,15,8,4,2,2,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,1,-1,7,13.3,7,5,3,1,21,1,5,-1,-1,-1,-1,1,1,5,11,5,7,2,2,3,-1,2005
10050801,1,4,2,2,3,2,1,1,1,0,0,1,2,42,3,2,1,0,4,6,4,1,2,1,2,1,16,8,4,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,7.1,3,2,2,-1,20,5,-1,-1,-1,-1,-1,1,1,2,7,4,6,2,3,4,43,2005
10050901,1,4,2,1,3,4,2,2,3,1,1,0,2,37,4,2,1,0,4,6,4,1,1,1,2,1,16,8,4,2,2,2,2,2,2,2,-1,2,3,4,1,2,1,-1,-1,2,1,7,12.1,6,5,3,1,17,1,-1,-1,-1,-1,-1,1,0,2,6,4,5,2,3,3,-1,2005
10051001,1,2,-1,-1,-1,1,1,0,0,0,0,0,1,50,4,-1,1,0,1,1,1,2,-1,1,2,1,17,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,4.1,2,1,1,-1,30,5,-1,-1,-1,-1,-1,1,1,3,9,4,5,2,2,4,37,2005
10051101,1,2,-1,-1,-1,2,2,0,0,0,0,0,1,40,2,-1,3,0,3,3,3,2,-1,1,3,2,16,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,4,2,1.1,1,1,-1,35,5,-1,-1,-1,-1,-1,1,2,2,7,1,1,2,2,1,65,2005
10051201,1,2,-1,-1,-1,2,2,0,0,0,0,0,1,32,1,1,3,2,3,3,3,2,-1,1,3,2,16,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,6,10,5,4,3,-1,22,1,-1,-1,-1,-1,-1,1,2,2,5,1,2,2,2,6,40,2005
10051301,1,2,-1,-1,-1,3,2,1,1,1,0,0,2,22,1,1,3,2,2,6,2,1,1,1,2,1,15,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,2,-1,7,13.1,7,5,3,-1,16,1,-1,-1,-1,-1,-1,1,1,1,3,1,2,2,2,4,27,2005
10051501,1,4,2,1,3,4,2,2,2,0,1,1,2,17,1,2,5,3,4,6,4,2,-1,2,1,-1,16,8,4,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,12.1,6,5,3,-1,11,1,-1,-1,-1,-1,-1,1,2,1,1,2,3,2,3,2,18,2005
10051601,1,4,2,2,3,2,2,0,0,0,0,0,1,69,2,-1,1,0,3,4,3,2,-1,1,2,1,15,8,4,2,3,-1,2,2,2,2,-1,6,3,4,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,1,12,1,-1,-1,-1,-1,-1,1,0,5,11,1,1,2,3,1,-1,2005
10051901,1,4,2,2,3,4,1,3,3,1,1,1,2,27,4,2,1,0,4,7,4,1,1,2,1,-1,15,6,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,2,-1,7,13.1,7,5,3,-1,7,5,-1,-1,-1,-1,-1,1,1,2,4,4,5,2,3,4,16,2005
10052001,1,1,-1,-1,-1,2,2,0,0,0,0,0,1,62,2,-1,3,1,3,3,3,2,-1,1,3,2,15,8,4,2,2,2,2,2,2,1,1,-1,2,3,1,2,1,-1,-1,1,-1,7,13.3,7,5,3,1,6,1,-1,-1,-1,-1,-1,1,1,4,10,1,1,2,1,2,-1,2005
10052101,1,2,-1,-1,-1,4,4,0,1,0,0,0,2,39,2,-1,3,1,2,5,2,2,-1,1,2,1,17,4,2,2,4,2,2,2,2,2,-1,4,3,4,1,1,2,-1,-1,1,-1,6,10,5,4,3,1,14,1,5,-1,-1,-1,-1,1,2,2,6,1,1,2,2,4,-1,2005
10052201,1,4,2,1,3,1,1,0,0,0,0,0,2,67,3,-1,1,0,1,2,1,2,-1,2,1,-1,15,8,4,2,3,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,1,-1,7,13.2,7,5,3,1,11,1,-1,-1,-1,-1,-1,1,0,5,11,4,6,2,3,4,-1,2005
10052301,1,2,-1,-1,-1,3,3,0,0,0,0,0,2,27,1,1,3,2,3,5,3,2,-1,1,2,1,16,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,12.6,6,5,3,-1,16,1,5,-1,-1,-1,-1,1,3,2,4,1,2,2,2,7,38,-1
10052401,1,2,-1,-1,-1,4,2,2,2,1,1,0,1,42,2,-1,5,1,2,6,2,1,1,1,4,3,17,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,4,2,1.1,1,1,-1,31,1,-1,-1,-1,-1,-1,1,2,2,7,1,1,2,2,3,37.5,2005
10052501,1,2,-1,-1,-1,2,2,0,0,0,0,0,2,45,2,-1,3,1,3,3,3,2,-1,1,3,2,15,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,7.1,3,2,2,-1,18,5,-1,-1,-1,-1,-1,1,2,3,8,1,1,2,2,7,37,2005
10052601,1,2,-1,-1,-1,2,2,0,0,0,0,0,1,30,1,1,3,2,3,3,3,2,-1,1,4,3,17,5,2,1,5,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,7.4,3,2,2,-1,21,5,-1,-1,-1,-1,-1,1,2,2,5,1,2,2,2,2,75,2005
10052701,1,2,-1,-1,-1,1,1,0,0,0,0,0,1,36,1,-1,1,0,1,1,1,2,-1,1,2,1,15,5,2,1,4,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,12.2,6,5,3,-1,25,1,-1,-1,-1,-1,-1,1,1,2,6,2,3,2,2,3,55,2005
10052801,1,2,-1,-1,-1,5,2,3,3,0,0,3,2,40,2,-1,3,1,2,7,2,1,2,1,3,2,36,1,1,2,2,2,2,2,2,2,-1,2,3,4,1,2,3,-1,-1,2,1,7,7.1,3,2,2,1,4,2,-1,-1,-1,-1,-1,1,0,2,7,1,1,4,2,3,-1,2005
10053001,1,2,-1,-1,-1,2,2,0,0,0,0,0,1,53,4,1,1,0,3,3,3,2,-1,1,2,1,51,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,4.3,2,1,1,-1,38,5,-1,-1,-1,-1,-1,1,2,3,9,1,2,4,2,3,84,2005
10100101,1,2,-1,-1,-1,4,2,2,2,1,1,0,1,36,2,-1,3,0,2,6,2,1,1,1,2,1,15,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,-1,-1,1,-1,6,4.1,2,1,1,-1,29,1,5,-1,-1,-1,-1,1,2,2,6,1,1,2,2,3,44,2005
10100201,1,4,2,5,1,1,1,0,0,0,0,0,1,66,4,-1,1,0,1,2,1,2,-1,2,1,-1,15,8,4,2,3,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,1,-1,7,11.1,5,4,3,1,11,1,-1,-1,-1,-1,-1,1,0,5,11,4,5,2,4,6,-1,2005
10100301,1,1,-1,-1,-1,1,1,0,0,0,0,0,1,76,5,-1,1,0,1,2,1,2,-1,2,1,-1,14,8,4,2,2,-1,2,2,2,2,-1,6,3,4,1,1,3,-1,-1,1,-1,6,10,5,4,3,1,13,1,5,-1,-1,-1,-1,1,0,6,12,3,4,1,1,6,-1,2005
10100401,1,4,2,1,3,3,3,0,0,0,0,0,2,53,2,-1,3,1,3,5,3,2,-1,1,2,1,15,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,2,-1,7,13.4,7,5,3,-1,6,5,-1,-1,-1,-1,-1,1,2,3,9,1,1,2,3,5,12,2005
10100501,1,2,-1,-1,-1,2,2,0,0,0,0,0,1,50,1,2,3,0,6,4,5,2,-1,1,2,1,17,5,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,13.3,7,5,3,-1,20,1,-1,-1,-1,-1,-1,1,1,3,9,2,3,2,2,4,50,2005
10100601,1,2,-1,-1,-1,2,2,0,0,0,0,0,1,20,1,1,3,0,3,3,3,2,-1,1,2,1,16,7,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,11.1,5,4,3,-1,23,1,5,-1,-1,-1,-1,1,2,1,3,1,2,2,2,6,38,2005
10100701,1,4,2,1,3,2,2,0,0,0,0,0,1,79,5,2,1,0,6,4,5,2,-1,2,1,-1,14,4,2,2,3,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,1,-1,7,13.3,7,5,3,1,14,5,-1,-1,-1,-1,-1,1,0,6,12,3,4,1,3,1,-1,2005
10101001,1,2,-1,-1,-1,4,2,2,2,1,1,0,2,34,2,-1,3,1,2,6,2,1,1,1,2,1,18,7,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,7.2,3,2,2,-1,13,5,-1,-1,-1,-1,-1,1,2,2,5,1,1,2,2,5,19,2005
10101201,1,1,-1,-1,-1,2,2,0,0,0,0,0,1,70,2,-1,3,1,3,4,3,2,-1,1,2,1,15,8,4,1,4,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,7.2,3,2,2,-1,98,1,-1,-1,-1,-1,-1,1,2,5,11,1,1,2,1,3,32,2005
10101301,1,4,2,1,3,2,2,0,0,0,0,0,2,71,2,-1,3,1,3,4,3,2,-1,1,2,1,14,8,4,2,2,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,1,7,13.4,7,5,3,1,5,1,5,-1,-1,-1,-1,1,0,5,11,1,1,1,3,1,-1,2005
10101401,1,2,-1,-1,-1,4,3,1,1,1,0,0,2,34,4,1,3,0,2,6,5,1,1,1,2,1,21,4,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,6,2,1,1,-1,22,5,-1,-1,-1,-1,-1,1,2,2,5,1,2,3,2,3,38,2005
10101701,1,2,-1,-1,-1,2,2,0,0,0,0,0,2,59,2,-1,3,0,3,3,3,2,-1,1,2,1,15,8,4,2,1,2,1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,7.2,3,2,2,-1,19,5,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,2,6,37,2005
10101801,1,2,-1,-1,-1,2,1,1,1,0,0,1,1,41,4,2,1,0,4,6,4,1,2,1,2,1,17,7,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,7.2,3,2,2,-1,29,1,5,-1,-1,-1,-1,1,1,2,7,4,5,2,2,7,48,2005
10102201,1,1,-1,-1,-1,2,2,0,0,0,0,0,1,70,2,-1,3,0,3,4,3,2,-1,1,2,1,15,8,4,2,2,-1,2,2,2,2,-1,6,3,4,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,1,14,1,-1,-1,-1,-1,-1,1,0,5,11,1,1,2,1,7,-1,2005
10102301,1,2,-1,-1,-1,1,1,0,0,0,0,0,1,41,3,-1,1,0,1,1,1,2,-1,2,1,-1,16,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,4.1,2,1,1,-1,22,1,5,-1,-1,-1,-1,1,1,2,7,4,6,2,2,5,37,2005
10102401,1,2,-1,-1,-1,4,3,1,2,0,0,1,1,44,2,-1,3,0,2,6,2,1,2,1,3,2,16,6,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,13.3,7,5,3,-1,23,1,-1,-1,-1,-1,-1,1,2,2,7,1,1,2,2,7,50,2005
10102501,1,4,2,1,3,1,1,0,0,0,0,0,1,77,4,-1,1,0,1,2,1,2,-1,1,2,1,14,8,4,2,2,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,1,-1,7,13.3,7,5,3,1,12,1,5,-1,-1,-1,-1,1,0,6,12,4,5,1,3,3,-1,2005
10102601,1,2,-1,-1,-1,4,4,0,2,0,0,0,1,18,1,2,5,3,2,5,2,2,-1,1,3,2,97,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,2,-1,7,15,8,6,4,-1,6,1,-1,-1,-1,-1,-1,1,4,1,2,2,3,6,2,7,9,2005
10102801,1,1,-1,-1,-1,2,2,0,0,0,0,0,2,68,2,-1,3,1,3,4,3,2,-1,1,2,1,15,8,4,2,1,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,2,1,7,7.1,3,2,2,1,5,5,-1,-1,-1,-1,-1,1,0,5,11,1,1,2,1,2,-1,2005
10102901,1,2,-1,-1,-1,1,1,0,0,0,0,0,2,67,1,-1,1,0,1,2,1,2,-1,2,1,-1,15,8,4,2,3,-1,2,2,2,2,-1,6,3,4,1,1,3,-1,-1,1,-1,6,6,2,1,1,1,14,1,-1,-1,-1,-1,-1,1,0,5,11,2,3,2,2,7,-1,-1
20010101,1,1,-1,-1,-1,2,2,0,0,0,0,0,1,57,2,-1,3,0,3,3,3,2,-1,1,4,3,17,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,2,1,1,-1,2,8.1,4,3,2,-1,32,1,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,1,4,35,2005
20010201,1,2,-1,-1,-1,5,5,0,0,0,0,0,2,56,2,-1,5,17,6,5,5,2,-1,1,3,2,15,8,4,2,3,2,2,2,1,-1,-1,-1,1,2,1,2,1,-1,-1,2,-1,7,13.5,7,5,3,-1,97,2,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,2,1,5,2005
20010501,1,4,2,7,3,2,2,0,0,0,0,0,1,51,2,-1,3,0,3,3,3,2,-1,1,3,2,23,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,6,15,8,6,4,-1,29,5,-1,-1,-1,-1,-1,1,2,3,9,1,1,3,4,4,45,2005
20010601,1,2,-1,-1,-1,2,2,0,0,0,0,0,2,49,2,-1,3,1,3,3,3,2,-1,1,3,2,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,4.1,2,1,1,-1,23,5,-1,-1,-1,-1,-1,1,2,3,8,1,1,2,2,4,27.5,2005
20010701,1,2,-1,-1,-1,4,2,2,2,1,1,0,1,41,2,-1,3,0,2,6,2,1,1,1,3,2,16,3,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,6,2,1,1,-1,29,1,-1,-1,-1,-1,-1,1,2,2,7,1,1,2,2,1,42,2005
20010901,1,1,-1,-1,-1,2,2,0,0,0,0,0,1,63,2,-1,3,0,3,3,3,2,-1,1,3,2,23,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,2,1,1,-1,2,3.3,1.2,1,1,-1,37,5,1,-1,-1,-1,-1,1,1,4,10,1,1,3,1,6,60,2005
20011101,1,2,-1,-1,-1,4,2,2,2,1,0,1,2,34,2,-1,3,0,2,6,2,1,1,1,3,2,22,1,1,2,1,2,1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,4.1,2,1,1,-1,29,1,5,-1,-1,-1,-1,1,2,2,5,1,1,3,2,6,50,2005
20011301,1,2,-1,-1,-1,3,3,0,1,0,0,0,1,52,2,-1,3,0,2,5,2,2,-1,1,3,2,22,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,4,2,1.1,1,1,-1,38,1,5,-1,-1,-1,-1,1,2,3,9,1,1,3,2,1,40,2005
20011501,1,1,-1,-1,-1,2,2,0,0,0,0,0,2,63,2,-1,3,1,3,4,3,2,-1,1,2,1,17,1,1,2,2,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,2,1,7,7.3,3,2,2,1,12,1,-1,-1,-1,-1,-1,1,1,4,10,1,1,2,1,6,-1,2005
20011701,1,2,-1,-1,-1,4,4,0,0,0,0,0,1,30,1,2,5,3,6,5,5,2,-1,1,3,2,16,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,11.2,5,4,3,-1,17,1,-1,-1,-1,-1,-1,1,2,2,5,2,3,2,2,4,35,2005
20011801,1,1,-1,-1,-1,1,1,0,0,0,0,0,1,50,3,-1,1,0,1,1,1,2,-1,1,2,1,15,3,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,15,8,6,4,-1,28,1,-1,-1,-1,-1,-1,1,1,3,9,4,6,2,1,4,65,2005
20011901,1,4,2,1,3,1,1,0,0,0,0,0,1,66,5,-1,1,0,1,2,1,2,-1,1,2,1,15,8,4,2,2,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,1,-1,7,12.4,6,5,3,1,16,5,-1,-1,-1,-1,-1,1,0,5,11,3,4,2,3,4,-1,2005
20012101,1,4,2,7,3,2,2,0,0,0,0,0,2,61,2,-1,3,1,3,3,3,2,-1,1,3,2,15,8,4,2,5,2,2,2,2,2,-1,5,3,4,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,1,7,5,-1,-1,-1,-1,-1,1,0,4,10,1,1,2,4,7,-1,2005
20012201,1,1,-1,-1,-1,2,2,0,0,0,0,0,1,72,2,-1,3,0,3,4,3,2,-1,1,3,2,25,1,1,2,3,-1,2,1,-1,-1,-1,-1,1,2,2,-1,-1,2,2,2,-1,1,15,8,6,4,-1,5,1,-1,-1,-1,-1,-1,1,1,5,11,1,1,3,1,1,2,2005
20012301,1,4,2,1,3,4,1,3,3,0,0,3,1,33,4,2,1,0,4,7,4,1,2,1,2,1,16,6,2,2,1,2,2,2,2,2,-1,2,3,4,2,-1,-1,2,1,1,-1,2,8.1,4,3,2,1,19,1,5,-1,-1,-1,-1,1,0,2,5,4,5,2,3,7,-1,2005
20012401,1,2,-1,-1,-1,2,2,0,0,0,0,0,1,48,2,-1,3,0,3,3,3,2,-1,1,3,2,15,2,2,2,2,2,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,6,4.1,2,1,1,-1,31,1,-1,-1,-1,-1,-1,1,2,3,8,1,1,2,2,2,48,2005
20012601,1,2,-1,-1,-1,1,1,0,0,0,0,0,2,51,1,-1,1,0,1,1,1,2,-1,1,2,1,16,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,7.1,3,2,2,-1,22,5,-1,-1,-1,-1,-1,1,1,3,9,2,3,2,2,7,40,2005
20012701,1,1,-1,-1,-1,2,2,0,0,0,0,0,1,69,2,-1,3,0,3,4,3,2,-1,1,3,2,40,1,1,2,3,-1,2,2,2,2,-1,6,3,4,1,1,2,-1,-1,1,-1,6,3.1,1.2,1,1,1,31,3,-1,-1,-1,-1,-1,1,0,5,11,1,1,4,1,2,-1,2005
20012801,1,2,-1,-1,-1,4,2,2,2,1,1,0,2,29,2,-1,3,1,2,6,2,1,1,1,4,3,17,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,7.1,3,2,2,-1,23,5,-1,-1,-1,-1,-1,1,2,2,4,1,1,2,2,2,35,2005
20012901,1,2,-1,-1,-1,3,2,1,1,1,0,0,1,26,2,-1,3,0,2,6,2,1,1,1,2,1,15,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,4.1,2,1,1,-1,26,1,-1,-1,-1,-1,-1,1,2,2,4,1,1,2,2,2,35,2005
20013001,1,1,-1,-1,-1,1,1,0,0,0,0,0,2,55,4,-1,1,0,1,1,1,2,-1,1,2,1,16,7,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,7.1,3,2,2,-1,21,1,-1,-1,-1,-1,-1,1,1,4,10,4,5,2,1,3,35,2005
20060301,1,1,-1,-1,-1,2,2,0,0,0,0,0,2,67,2,-1,3,1,3,4,3,2,-1,1,3,2,15,8,4,2,3,-1,2,2,2,2,-1,6,3,4,2,-1,-1,2,1,1,-1,2,8.1,4,3,2,1,98,1,-1,-1,-1,-1,-1,1,0,5,11,1,1,2,1,6,-1,2005
20060601,1,1,-1,-1,-1,1,1,0,0,0,0,0,1,78,1,-1,1,0,1,2,1,2,-1,1,2,1,25,1,1,2,3,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,1,-1,7,3.1,1.2,1,1,1,28,1,-1,-1,-1,-1,-1,1,0,6,12,2,3,3,1,1,-1,2005
20061201,1,1,-1,-1,-1,1,1,0,0,0,0,0,1,81,5,-1,1,0,1,2,1,2,-1,1,2,1,14,8,4,2,4,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,1,-1,7,11.1,5,4,3,1,18,1,-1,-1,-1,-1,-1,1,0,6,12,3,4,1,1,1,-1,2005
20061301,1,1,-1,-1,-1,3,1,2,2,0,1,1,1,44,5,2,1,0,4,6,4,1,2,1,2,1,19,3,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,4.1,2,1,1,-1,27,1,-1,-1,-1,-1,-1,1,1,2,7,3,4,3,1,1,25,2005
20061501,1,1,-1,-1,-1,4,4,0,0,0,0,0,1,29,1,2,5,11,6,5,2,2,-1,1,4,3,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,4.1,2,1,1,-1,29,5,-1,-1,-1,-1,-1,1,4,2,4,2,3,2,1,5,40,2005
20061601,1,2,-1,-1,-1,2,2,0,0,0,0,0,2,47,2,-1,3,0,3,3,3,2,-1,1,3,2,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,4.1,2,1,1,-1,27,5,-1,-1,-1,-1,-1,1,2,3,8,1,1,2,2,2,40,-1
20061801,1,1,-1,-1,-1,3,1,2,2,0,0,2,2,40,4,2,1,0,4,6,4,1,2,1,2,1,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,12.2,6,5,3,-1,13,5,-1,-1,-1,-1,-1,1,1,2,7,4,5,2,1,7,24,2005
20062501,1,1,-1,-1,-1,2,2,0,0,0,0,0,2,59,2,-1,3,1,3,3,3,2,-1,1,2,1,15,8,4,2,3,2,2,2,2,2,-1,7,3,4,1,2,1,-1,-1,1,-1,7,12.1,6,5,3,1,1,5,-1,-1,-1,-1,-1,1,0,4,10,1,1,2,1,7,-1,2005
20062601,1,1,-1,-1,-1,2,2,0,0,0,0,0,1,57,2,-1,3,0,3,3,3,2,-1,1,2,1,15,8,4,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,13.3,7,5,3,-1,23,1,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,1,5,39,2005
20063001,1,2,-1,-1,-1,1,1,0,0,0,0,0,2,47,4,-1,1,0,1,1,1,2,-1,1,2,1,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,-1,14,5,-1,-1,-1,-1,-1,1,1,3,8,4,5,2,2,7,40,2005
20130101,1,1,-1,-1,-1,1,1,0,0,0,0,0,2,91,5,-1,1,0,1,2,1,2,-1,2,1,-1,17,7,2,2,3,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,1,-1,7,12.6,6,5,3,1,11,1,-1,-1,-1,-1,-1,1,0,6,12,3,4,2,1,1,-1,2005
20130301,1,2,-1,-1,-1,2,2,0,0,0,0,0,2,58,2,-1,3,1,3,3,3,2,-1,1,3,2,17,7,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,2,-1,7,7.1,3,2,2,-1,21,5,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,2,1,28,2005
20130401,1,1,-1,-1,-1,2,2,0,0,0,0,0,1,63,2,-1,1,0,3,3,3,2,-1,1,3,2,18,3,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,12.3,6,5,3,-1,30,1,-1,-1,-1,-1,-1,1,1,4,10,1,1,2,1,5,38,2005
20130501,1,1,-1,-1,-1,1,1,0,0,0,0,0,1,63,4,-1,1,0,1,1,1,2,-1,1,2,1,34,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,2,-1,4,2,1.1,1,1,-1,28,1,-1,-1,-1,-1,-1,1,1,4,10,4,5,4,1,1,15,2005
20130601,1,1,-1,-1,-1,1,1,0,0,0,0,0,1,47,1,-1,1,0,1,1,1,2,-1,1,2,1,16,8,4,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,4.1,2,1,1,-1,25,1,-1,-1,-1,-1,-1,1,1,3,8,2,3,2,1,5,30,2005
20130801,1,2,-1,-1,-1,2,2,0,0,0,0,0,1,57,2,-1,3,0,3,3,3,2,-1,1,2,1,17,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,7.1,3,2,2,-1,25,1,-1,-1,-1,-1,-1,1,1,4,10,1,1,2,2,6,37,2005
