aprim1,aprim2,aprim3,aprim4,aprim5,aprim6,aprim7,aprim8,aprim9,aprim11,aprim12,aprim13,aprim14,aprim15,aprim16,aprim17,aprim18,aprim19,aprim20,aprim21,aprim22,aprim23,aprim24,aprim25,aprim26,aprim27,aprim28,aprim29,aprim30,aprim41,aprim42,aprim43,aprim44,aprim45,aprim51,aprim52,aprim53,aprim54,aprim55,aprim61,aprim62,aprim63,aprim64,aprim65,aprim71,aprim72,aprim73,aprim74,aprim75,aprim81,aprim82,aprim83,aprim84,aprim85,aprim91,aprim92,aprim93,aprim94,aprim95,aprim99
310,780,20,40,10,60,0,0,80,0,0,0,0,0,0,0,0,20,10,20,0,30,0,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,80,50,0,10,0,0,0,420,0,0,0,0,0,0,0,0,30,10,30,60,0,80,0,0,0,10,0,0,0,20,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0
500,20,20,150,110,110,170,70,0,0,0,0,0,0,0,0,0,90,100,20,0,0,0,0,0,0,60,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,0,40,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,140,30,30,200,0,0,0,10,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,40,40,60,40,0,0,0,0,0,0,0,0,0,0,0,0,90,90,80,0,200,170,0,0,0,40,0,0,0,0,0,80,60,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,0,30,40,200,30,100,0,0,0,0,0,0,80,0,0,0,0,50,60,0,220,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,30,40,90,90,0,0,180,0,0,0,0,0,130,0,0,0,160,120,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,30,60,50,0,0,0,0,640,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,10,40,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,230,120,0,240,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,180,100,60,30,0,0,0,0,0,0,0,0,0,0,0,0,60,120,30,0,0,330,0,0,0,0,0,0,20,0,0,60,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,20,30,110,50,60,30,60,60,0,0,0,0,30,110,0,0,100,100,60,0,100,0,0,0,0,0,0,80,0,0,0,40,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,170,20,70,40,0,0,120,0,0,0,0,0,0,0,0,0,90,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,40,30,30,10,0,0,0,20,440,0,0,0,0,0,0,0,0,0,0,100,0,20,110,0,0,60,0,0,0,0,30,0,40,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0
540,230,50,100,20,20,0,170,0,0,0,0,0,0,0,0,0,30,90,120,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,30,10,80,50,0,0,0,0,0,0,0,0,0,0,0,610,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,90,70,60,90,210,10,0,50,0,0,0,0,0,0,0,0,0,160,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,0,40,130,400,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,30,240,170,90,0,0,0,30,0,0,0,30,30,0,0,0,180,0,0,0,0,20,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,30,50,100,40,40,0,0,0,460,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,200,40,200,60,140,30,0,10,0,0,0,0,60,0,0,0,30,120,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,50,60,110,0,0,0,0,0,480,0,0,0,0,0,0,0,0,30,0,0,0,160,0,0,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,180,30,40,20,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,0,0,0,0,0
660,260,80,30,100,60,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,30,20,30,230,0,0,30,260,0,0,0,60,0,0,0,80,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,110,30,70,10,20,0,70,0,0,0,0,0,0,260,0,0,0,320,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,490,60,90,80,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,10,70,30,0,0,0,50,470,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,10,0,30,0,0,0,0,0,0,20,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,0,100,30,40,20,0,0,0,510,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,260,50,130,40,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0,40,60,60,30,0,0,0,0,0,0,460,0,90,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,30,30,0,0,30,0,0,0,590,0,0,0,0,0,0,0,0,120,0,0,0,0,40,0,0,0,50,0,0,0,40,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,10,60,160,10,0,0,0,0,410,0,0,0,0,0,0,0,60,190,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,160
510,10,20,20,100,0,0,0,0,40,0,0,0,0,0,0,0,20,210,120,50,0,0,0,0,0,0,70,0,120,0,0,60,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,30,60,30,0,0,0,0,530,0,0,0,0,0,0,0,0,90,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
480,0,20,110,200,90,60,0,0,0,0,0,0,0,0,0,0,0,210,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,70,10,40,30,0,0,0,0,120,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530
300,0,30,80,110,240,90,0,0,0,0,0,0,0,40,0,0,100,240,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
420,60,30,110,40,0,30,0,0,0,0,0,0,0,0,0,0,0,230,130,0,210,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,0,40,200,40,60,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,20,40,80,0,220,0,0,0,0,0,30,120,0,0,0,60,90,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
350,30,80,70,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
440,30,10,0,20,0,0,0,0,700,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,130
470,30,40,100,20,0,0,0,0,670,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,40,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,10,50,80,20,110,0,0,0,0,0,0,0,0,0,0,0,70,190,0,180,0,0,0,0,0,0,0,0,10,0,0,30,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,20,60,0,0,0,0,0,0,740,0,0,0,0,0,0,0,20,150,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0,70,150,60,0,0,0,0,0,0,0,0,0,0,0,0,60,210,120,0,70,0,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
480,0,40,90,10,20,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,120,20,200,70,0,0,0,140,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,60,50,130,0,0,0,30,0,470,0,0,0,0,0,0,0,0,90,0,0,30,0,0,0,0,0,0,0,0,0,90,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,40,60,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0
410,30,40,60,0,0,0,0,0,510,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,80,50,40,50,0,0,0,0,0,0,0,500,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,20,10,170,10,0,0,210,0,0,0,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,80,10,40,70,260,0,0,0,0,0,0,0,0,0,0,0,0,310,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,80,30,60,90,0,0,0,0,480,0,0,0,0,0,0,0,0,120,0,0,40,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,80,150,50,0,0,0,10,0,0,0,0,0,0,0,0,0,490,0,0,110,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,0,60,120,90,0,0,0,0,0,0,0,340,0,0,0,0,0,120,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
720,270,20,40,20,90,90,0,0,0,0,0,0,0,0,0,0,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,30,30,110,90,140,0,90,0,0,0,0,0,0,0,0,0,0,150,170,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,0,40,50,30,0,0,0,0,230,0,0,0,0,0,0,0,0,230,0,60,0,0,0,0,0,0,30,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
560,10,60,200,50,180,60,0,0,0,0,0,0,0,0,0,0,0,50,60,40,0,0,0,0,0,120,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0,50,50,20,10,0,0,0,0,0,0,0,0,0,0,0,40,350,0,0,510,0,0,0,0,0,0,0,0,0,0,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,10,40,70,30,200,0,70,0,270,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,100,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,30,80,170,40,0,220,0,0,0,0,0,0,0,0,0,0,110,80,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,0,20,100,0,0,0,0,0,90,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,60,0,0,310,20,0,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,0,20,20,30,0,0,0,0,670,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,20,50,30,70,0,0,0,120,0,0,0,0,90,0,0,0,90,150,30,0,0,0,0,0,0,0,0,0,0,0,0,10,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,80,30,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,190,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,30,50,120,130,0,0,0,0,0,0,0,340,0,0,0,90,90,0,0,10,10,0,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,20,150,0,30,0,0,0,0,0,0,0,0,0,0,0,0,570,50,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,40,50,10,20,0,0,0,460,0,0,0,0,0,0,0,0,210,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,0,40,90,50,90,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,0,30,70,0,0,0,120,0,490,0,0,0,30,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0,50,20,0,40,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,40,140,0,0,0,0,0,0,0,0,30,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20,20,40,100,0,0,0,20,490,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,130,0,0,0,0,20,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,20,160,70,70,0,30,0,0,0,0,0,0,0,0,0,100,40,80,0,260,0,0,0,0,140,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,20,50,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,40,0,50,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,170,60,150,100,40,10,0,0,0,0,0,0,0,0,0,0,0,220,30,0,50,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,450,10,50,20,0,0,10,500,0,0,0,0,0,0,0,0,120,20,60,0,0,0,0,0,0,0,0,0,0,10,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,80,100,220,50,0,0,0,40,0,0,0,100,0,0,0,0,0,170,30,0,70,0,0,0,0,0,0,0,0,10,0,10,60,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,30,40,130,40,0,0,0,0,0,0,0,0,0,0,0,250,180,0,0,60,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,0,30,80,20,60,0,0,170,0,0,0,0,0,0,0,0,0,180,150,0,0,0,0,0,0,120,60,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,60,40,50,50,90,0,0,0,0,0,0,0,0,0,0,0,0,360,30,0,30,0,150,0,0,80,0,0,60,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,30,0,30,50,0,0,0,30,0,0,0,0,0,0,0,0,0,100,0,0,470,20,0,0,0,0,40,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,80,120,100,80,0,0,130,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,120,30,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,210,150,0,150,0,30,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,20,30,50,0,0,0,0,0,480,0,0,0,0,0,0,0,40,30,0,0,0,0,0,0,0,250,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,30,230,90,60,0,20,0,0,0,0,0,0,0,0,0,20,150,0,0,0,0,20,0,0,180,90,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,20,100,30,420,0,0,0,0,0,0,0,0,0,0,0,0,300,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,20,100,60,30,60,60,0,20,0,0,0,0,0,0,0,0,160,0,120,0,250,0,0,0,0,0,0,0,20,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,90,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,90,230,0,0,0,30,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,60,0
240,60,100,190,20,90,0,0,0,0,0,0,0,0,0,0,0,200,120,20,0,0,0,0,0,0,0,230,0,80,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
150,0,40,120,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,40,100,60,0,0,0,0,520,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,270,310,30,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,80,40,110,80,30,160,0,110,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,100,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10
450,0,110,40,60,0,20,0,0,370,0,0,0,0,0,0,0,50,0,80,0,60,0,0,0,0,100,0,0,40,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,60,30,20,30,30,0,0,0,490,0,0,0,0,0,0,0,0,90,0,0,0,60,0,0,0,30,0,0,0,0,0,0,40,0,30,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,0,70,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,400,60,0,60,0,0,0,0,50,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,170,40,90,20,0,0,50,0,0,0,0,0,0,0,0,0,50,310,0,0,70,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,20,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,120,80,20,60,0,0,10,0,0,0,0,0,0,0,0,0,70,380,0,0,30,0,0,10,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,20,60,50,30,0,0,30,200,240,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,30,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,10,100,130,90,0,0,0,0,460,0,0,0,0,0,0,0,50,0,0,0,0,100,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,30,80,80,10,190,0,70,0,0,0,0,0,0,0,0,0,130,210,60,130,0,40,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,30,30,60,0,0,0,0,0,280,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,210,0,0,0,0,30,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0
170,60,30,80,190,70,30,50,0,510,0,0,0,0,0,0,0,50,0,0,160,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,10,70,80,40,70,30,0,10,0,0,0,0,0,0,0,0,180,0,120,0,160,0,0,0,0,0,0,0,0,0,0,0,70,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,70,120,80,80,0,0,0,0,0,0,0,0,0,0,0,110,320,30,0,40,0,40,0,0,0,0,0,0,0,0,40,20,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,80,120,50,0,0,90,0,0,0,0,0,0,0,0,0,20,380,0,0,100,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
510,10,30,80,40,0,20,0,0,180,210,0,0,0,0,0,0,10,230,0,0,0,0,0,0,0,0,20,0,0,0,20,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
440,0,60,80,10,0,0,0,0,420,0,0,0,0,80,0,0,0,10,70,0,0,0,0,0,0,0,70,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,30,80,40,0,0,40,0,0,0,0,0,0,0,0,0,30,640,120,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
